Date,Production KPC (kt),Fuel Gas (Mscm),Raw Gas to OGP (Mscm),Gas Injection (Mscm),Budget prod. KPC (kt),Ambient Temperature
01/09/2022,30.21722649,2.517007,26.274277,31.212159,28.37099353,28.6343174
02/09/2022,30.92460062,2.567465,26.806976,34.30665,28.37099353,24.70359421
03/09/2022,30.46267076,2.611558,27.056881,32.478899,28.37099353,18.10406685
04/09/2022,32.34338445,2.673264,26.675043,36.813686,28.37099353,17.16309357
05/09/2022,32.29987473,2.688683,26.665763,36.96542,28.37099353,12.77459908
06/09/2022,30.7428166,2.423532,27.974696,30.351714,28.37099353,13.86816216
07/09/2022,30.3979112,2.425734,28.494401,30.117974,28.37099353,11.15968609
08/09/2022,30.54584974,2.398735,29.002112,29.015987,28.37099353,14.60568142
09/09/2022,27.21082871,2.124642,28.584692,20.167568,28.37099353,14.83456707
10/09/2022,26.2134785,2.11366,26.764238,18.184227,16.671714,10.70191479
11/09/2022,13.1928977,1.237578,9.212728,0,3.774834,11.26141262
12/09/2022,0,0.091351,0,0,0,14.22420597
13/09/2022,0,0,0,0,0,15.39558983
14/09/2022,0,0,0,0,0,19.66811562
15/09/2022,0,0,0,0,0,15.59904385
16/09/2022,0,0,0,0,0,13
17/09/2022,0,0,0,0,0,14.5
18/09/2022,0,0,0,0,0,21
19/09/2022,0,0,0,0,0,23.5
20/09/2022,0,0,0,0,0,22.5
21/09/2022,0,0,0,0,0,21
22/09/2022,0,0,0,0,0,21.5
23/09/2022,0,0,0,0,0,21.5
24/09/2022,0,0,0,0,0,20.5
25/09/2022,0,0,0,0,0,14
26/09/2022,0,0,0,0,0,10.5
27/09/2022,0,0,0,0,0,8
28/09/2022,0,0,0,0,0,9
29/09/2022,0,0,0,0,0,10.5
30/09/2022,0,0,0,0,0,15
01/10/2022,0,0,0,0,0,13.06706333
02/10/2022,0,0,0,0,0,17.08679771
03/10/2022,0,0,0,0,0,12.64744091
04/10/2022,0,0,0,0,0,11.35042381
05/10/2022,0,0,0,0,0,11.64288807
06/10/2022,0,0,0,0,0,7.637394905
07/10/2022,5.89316585,0,0,10.801508,7.723338,9.315887451
08/10/2022,7.0260179,0,1.132211,11.000933,14.58294,10.86722088
09/10/2022,9.9819919,0,1.825181,11.010595,22.15839,9.926247597
10/10/2022,9.4243191,0,2.07027,10.994846,22.15839,11.50301361
11/10/2022,6.98921904,0,2.002501,6.764951,22.15839,11.23598099
12/10/2022,7.82033122,0,1.267231,8.75768,22.15839,10.61290359
13/10/2022,10.03928236,0,1.54939,11.152942,22.15839,9.773657799
14/10/2022,11.73433804,0,6.350817,10.902637,22.15839,9.913532257
15/10/2022,13.48984227,0,8.176814,11.155443,22.15839,6.454820633
16/10/2022,14.06726771,0,8.646992,11.258783,22.15839,4.062714577
17/10/2022,17.34019883,0,10.921252,17.49522,31.89278333,4.367895126
18/10/2022,20.93747227,0,12.985161,21.999438,32.6,5.170519829
19/10/2022,22.93879063,0.251332,16.611678,21.571948,32.6,10.99437904
20/10/2022,24.72223098,1.059671,19.085712,21.980526,32.6,8.883547783
21/10/2022,27.5110069,1.414317,19.343801,27.55275,32.6,8.120597839
22/10/2022,30.1737641,1.873558,19.178683,31.397232,32.6,2.269779444
23/10/2022,31.71840753,2.544225,18.569739,37.567588,32.6,1.773861289
24/10/2022,30.41347812,2.22193,19.466353,35.934632,32.6,6.403957367
25/10/2022,31.67153538,2.659658,19.799465,38.660688,32.6,5.221383095
26/10/2022,32.3404853,2.71436,19.733398,40.361108,32.6,2.257063627
27/10/2022,31.34153119,2.61936,19.733179,38.22544,32.6,1.926451564
28/10/2022,32.26863142,2.695451,17.772357,40.183252,32.6,3.185320854
29/10/2022,30.46141618,2.754993,14.475891,40.367448,32.6,1.672134519
30/10/2022,29.71005435,2.762208,12.385496,39.2427,32.6,3.833829403
31/10/2022,29.03936553,2.770532,11.623661,38.72204,32.6,9.63378334
01/11/2022,29.40481507,2.743453,11.669508,39.440024,32.6,-0.37511763
02/11/2022,28.98903342,2.721717,11.117081,39.598968,32.6,-0.044505496
03/11/2022,28.71336442,2.732727,10.464215,39.87714,32.6,-1.265227199
04/11/2022,29.68026762,2.815628,12.130299,39.96692,32.6,-1.875588179
05/11/2022,30.19588654,2.884138,12.272285,40.590936,32.6,-2.473233223
06/11/2022,29.91263993,2.875739,12.789438,40.234908,32.6,0.451412708
07/11/2022,30.15714198,2.820809,13.286273,38.66166,32.6,-1.43053329
08/11/2022,30.67539957,2.828016,13.411179,40.2818,32.6,0.489560276
09/11/2022,30.64545851,2.833073,13.625417,40.404228,32.6,1.099921227
10/11/2022,31.18108696,2.801032,15.77918,40.275868,32.6,0.260674953
11/11/2022,33.14632877,2.773819,20.10564,40.22078,32.6,1.901019812
12/11/2022,29.69031046,2.496791,20.867685,32.141418,32.6,0.489560276
13/11/2022,31.79084696,2.680809,20.061687,36.655488,32.6,7.700973988
14/11/2022,32.26109336,2.697447,20.502534,38.003172,32.6,3.655807257
15/11/2022,33.86274457,2.694906,21.187765,40.38176,32.6,-4.164441586
16/11/2022,34.06858422,2.733121,20.963245,40.29626,32.6,-3.426922083
17/11/2022,33.52535804,2.710404,20.767086,40.247512,32.6,-1.73571372
18/11/2022,33.30039749,2.714974,20.725095,40.183184,32.6,-0.514991999
19/11/2022,33.22903344,2.737598,20.709136,39.916824,32.6,1.646702766
20/11/2022,32.12356576,2.709944,20.732315,38.128872,32.6,0.120800577
21/11/2022,33.17850248,2.77858,20.71979,40.506964,32.6,-3.579512358
22/11/2022,33.21715468,2.783629,20.687414,40.312176,32.6,-0.794740736
23/11/2022,32.55247492,2.768342,20.840159,39.679652,32.6,0.57857126
24/11/2022,32.57731328,2.769416,20.710751,39.498608,32.6,0.425981015
25/11/2022,32.884918,2.787084,20.880402,40.061924,32.6,1.201647997
26/11/2022,32.986729,2.818002,20.663838,40.63506,32.6,-5.462984085
27/11/2022,33.04472701,2.842671,20.494576,40.683,32.6,-6.073345184
28/11/2022,32.80094112,2.857644,20.441584,40.82498,31.112,-7.179624081
29/11/2022,30.30351145,2.737046,20.43359,36.15646,32.6,-9.468477249
30/11/2022,31.08424635,2.829475,20.539516,38.007524,32.6,-11.7446146
01/12/2022,32.33401671,2.892392,19.153566,40.83972,32.6,-12.86360931
02/12/2022,32.93895193,2.903771,20.962671,40.628332,32.6,-12.29139614
03/12/2022,32.70234163,2.904939,20.867255,40.648472,32.6,-14.35136414
04/12/2022,33.17248698,3.009739,21.551699,41.005672,32.6,-14.04618359
05/12/2022,33.48391648,3.000769,22.052062,40.763572,32.6,-9.93896389
06/12/2022,33.07855619,3.013167,21.271026,40.392312,32.6,-15.58632851
07/12/2022,32.38119116,3.010883,20.129556,40.177484,32.6,-18.67627907
08/12/2022,31.17509495,2.992789,20.213728,39.264668,32.6,-19.49009514
09/12/2022,31.6358171,2.992345,20.416091,39.660016,32.6,-17.90061378
10/12/2022,32.39747228,2.914642,20.400571,40.439568,32.6,-15.23028374
11/12/2022,32.40843222,2.978713,20.204243,40.341812,32.6,-12.30411243
12/12/2022,32.6791395,2.949394,20.412382,40.441556,32.6,-11.35042286
13/12/2022,32.3423609,2.956015,20.270454,40.23468,32.6,-11.49029732
14/12/2022,29.06956753,2.876371,17.360347,38.24212,32.6,-7.980722427
15/12/2022,31.88347268,2.80458,20.408895,40.24312,32.6,-12.02436352
16/12/2022,32.03570755,2.838683,20.4873,40.102824,32.6,-6.518399715
17/12/2022,32.12408058,2.932636,20.225993,40.26588,32.6,-5.106940269
18/12/2022,31.883225,2.90501,19.573709,39.91048,32.6,-1.63398695
19/12/2022,31.32431765,2.88469,19.567929,39.825964,32.6,-0.527707875
20/12/2022,31.87016789,2.905149,20.280552,39.019696,32.6,-8.196891785
21/12/2022,32.42998588,2.944722,20.712698,40.247356,32.6,-5.157803535
22/12/2022,32.38767308,2.953709,20.613116,40.035772,32.6,-4.622211933
23/12/2022,32.1469682,2.816344,20.808018,39.921992,32.6,-2.295211315
24/12/2022,30.74906952,2.282103,21.39311,36.98872,32.6,-6.925307274
25/12/2022,29.06113646,1.41027,20.856401,34.230296,32.6,-13.29594898
26/12/2022,31.71702538,2.734431,20.568829,39.686792,32.6,-12.86360931
27/12/2022,32.29792824,2.952339,20.570866,40.253772,32.6,-11.26141262
28/12/2022,32.2290685,2.961839,20.348759,40.144884,31.112,-10.34587097
29/12/2022,30.4609677,2.880375,20.615258,36.55984,32.6,-10.00254345
30/12/2022,28.76663854,2.62499,20.446144,32.405836,32.6,-8.476640701
31/12/2022,31.01757172,2.85989,20.565244,37.140228,32.6,-0.832888246
01/01/2023,31.25585961,2.877383,20.857506,38.323096,32.958086,0.095368877
02/01/2023,30.63563763,2.798372,20.027432,36.535616,32.958086,0.197095692
03/01/2023,28.53225162,2.577445,19.824566,31.51742,32.958086,-1.252511382
04/01/2023,31.14965854,2.84758,19.894075,38.332124,33.052166,0.947330892
05/01/2023,31.8500497,2.940726,20.222076,40.003976,32.981606,-6.747285366
06/01/2023,31.69761979,2.91207,20.414961,39.448748,32.981606,-2.14262104
07/01/2023,31.24459939,2.937261,21.031059,38.154096,32.981606,-21.39747238
08/01/2023,28.84089276,2.688292,20.477225,32.086492,33.052166,-28.0239563
09/01/2023,29.36658065,2.714767,21.075055,32.912188,33.052166,-29.63887024
10/01/2023,24.8626486,2.582886,20.069083,23.092386,33.052166,-30.80872917
11/01/2023,29.19202065,2.700756,19.892256,33.316602,33.052166,-27.57890129
12/01/2023,29.113761,2.704083,20.205735,33.167566,33.052166,-20.20218277
13/01/2023,28.8782075,2.677477,20.202259,32.93282,33.052166,-16.76890182
14/01/2023,28.74983714,2.665649,20.495135,32.83123,33.052166,-15.31929493
15/01/2023,28.90588212,2.686991,20.102656,32.946336,33.052166,-18.99417686
16/01/2023,28.60958516,2.670789,19.918647,32.743306,33.052166,-18.28208923
17/01/2023,28.33082588,2.600163,20.479261,31.48664,31.546886,-16.24755287
18/01/2023,28.17552024,2.512316,20.217657,31.828186,32.287766,-14.75827122
19/01/2023,29.31379304,2.685741,20.453719,34.77728,33.028646,-16.74347115
20/01/2023,31.74897976,2.893482,20.285443,40.821828,33.052166,-16.67989159
21/01/2023,30.162012,2.77726,20.796443,37.318268,33.005126,-14.97494984
22/01/2023,32.18161648,3.016004,20.923392,40.816228,33.005126,-13.39767551
23/01/2023,31.25633415,2.973037,20.937363,39.655692,33.005126,-14.27506924
24/01/2023,29.63777672,2.959566,20.908358,36.553916,33.052166,-15.77706623
25/01/2023,32.4563339,3.005228,21.339446,40.662632,32.958086,-18.21850967
26/01/2023,31.58959821,3.002841,20.060889,40.289888,32.958086,-14.74555588
27/01/2023,30.4376082,2.957893,25.414142,38.575908,32.958086,-12.04979515
28/01/2023,30.3336398,2.872307,29.976107,32.19962,33.052166,-15.07718563
29/01/2023,30.95953854,2.735471,29.895035,31.283178,33.052166,-18.59998512
30/01/2023,31.99937016,2.992479,29.599017,33.9215,33.052166,-16.88334465
31/01/2023,32.46372952,2.648861,29.653661,35.96478,17.05935784,-13.62656116
01/02/2023,31.98888642,2.24587,29.692926,35.144828,32.86965668,-16.3492794
02/02/2023,32.09370037,2.941849,29.950935,34.550732,32.79909668,-6.798148632
03/02/2023,30.44569778,2.938028,30.016302,32.58121,32.79909668,-14.4149437
04/02/2023,32.04591131,2.947733,30.118197,35.740652,32.79909668,-11.1342535
05/02/2023,31.537378,2.959364,28.88121,35.050488,32.86965668,-13.61384487
06/02/2023,31.7909862,2.98161,30.095698,34.1639,32.72853668,-19.32478905
07/02/2023,31.81560674,2.999711,29.215901,33.28579,32.72853668,-19.61725235
08/02/2023,30.65163849,2.821913,30.19211,30.548044,32.72853668,-22.60547829
09/02/2023,33.19286806,2.994793,29.968178,38.0446,32.86965668,-12.17695332
10/02/2023,32.64985781,2.966431,30.321896,36.289484,32.82261668,-8.31133461
11/02/2023,31.607648,2.849156,30.230995,34.266528,32.82261668,-7.76455307
12/02/2023,33.2560943,2.950227,30.378898,36.194792,32.82261668,-11.37585545
13/02/2023,33.3496028,2.925975,30.175666,37.254392,32.86965668,-4.685791492
14/02/2023,32.5888382,2.933319,29.213101,35.231972,32.68149668,-8.527504921
15/02/2023,29.959078,2.879932,26.747403,33.91376,32.10319084,-4.838890076
16/02/2023,31.5161,2.928628,26.147871,37.858944,32.10319084,-1.926451564
17/02/2023,32.42640952,2.955534,25.870294,39.690692,32.29135084,-7.917143345
18/02/2023,32.11042,2.919862,25.925285,39.611208,31.86799084,-13.8045826
19/02/2023,32.92489304,2.916022,25.850057,38.954196,32.44629668,-18.11678314
20/02/2023,32.97695177,2.868356,25.602522,38.476884,32.44629668,-5.971618176
21/02/2023,31.8576805,2.842862,24.608182,37.775412,31.29381668,-2.307927132
22/02/2023,31.99060576,2.846019,25.276008,37.42022,32.03469668,0.2733908
23/02/2023,31.88615716,2.931548,25.825497,38.542852,32.77557668,-10.89265251
24/02/2023,32.07144925,2.973751,25.892131,39.381136,32.77557668,-19.2357769
25/02/2023,31.932601,2.959401,25.845207,38.978284,32.96087584,-9.277739525
26/02/2023,31.33979904,2.86841,25.535125,36.976452,32.93735584,-2.969151258
27/02/2023,29.34643342,2.593271,24.989519,30.617392,32.93735584,0.451412708
28/02/2023,29.8233481,2.548966,25.856029,30.614172,32.93735584,0.832888246
01/03/2023,29.37335614,2.415433,25.762617,30.625262,32.71534784,-4.164441586
02/03/2023,29.60958824,2.438843,25.761038,30.926178,32.71534784,-10.82907295
03/03/2023,24.08814312,2.089426,25.477398,19.25006,32.71534784,-3.439637899
04/03/2023,32.81549934,2.73597,25.613708,38.267632,32.71534784,-0.197095722
05/03/2023,32.7878036,2.731456,25.676993,37.909472,32.71534784,-0.845604122
06/03/2023,32.249163,2.737237,25.651853,38.243416,32.62126784,-3.617659807
07/03/2023,32.06394914,2.735686,25.582903,38.158352,32.62126784,-3.299763441
08/03/2023,32.08358737,2.749639,25.541286,38.003388,32.62126784,0.235243246
09/03/2023,32.25582198,2.733183,26.580416,37.909888,32.62126784,0.718445599
10/03/2023,32.85133625,2.709761,27.772823,37.629336,32.62126784,3.617659807
11/03/2023,32.77683575,2.71063,27.715615,37.878008,32.72607688,2.562244177
12/03/2023,30.19351511,2.416476,27.880764,31.1559,32.72607688,1.901019812
13/03/2023,31.56826768,2.55418,27.880383,34.295056,32.72607688,3.617659807
14/03/2023,32.44550268,2.741017,27.926399,37.48452,32.72607688,-1.112637043
15/03/2023,32.44822206,2.761948,28.004093,38.889524,32.59466489,-0.01907379
16/03/2023,32.51840848,2.842952,27.94923,38.406344,32.57114489,1.023626089
17/03/2023,32.20970305,2.820721,27.636018,37.954508,32.57114489,3.592228174
18/03/2023,31.9940714,2.808608,24.579501,37.738796,32.57114489,7.357645988
19/03/2023,30.60426689,2.856511,24.728036,37.66778,32.66522489,2.54952836
20/03/2023,32.17126304,2.872646,25.56077,38.439924,32.66522489,-0.553139567
21/03/2023,32.79603488,2.836192,19.865353,37.944044,32.86916633,1.990030766
22/03/2023,27.22396474,2.684507,13.586089,34.83192,32.86916633,7.904427528
23/03/2023,24.07511135,2.506797,16.45546,30.204698,32.86916633,7.090613365
24/03/2023,24.64204057,2.49947,23.819812,21.542516,32.68100633,10.39673519
25/03/2023,24.9739975,2.663417,23.794931,21.30904,31.19924633,8.565651894
26/03/2023,26.31467476,2.687557,21.562461,26.285336,31.94012633,12.93990517
27/03/2023,29.85515384,2.722206,22.405813,36.847168,32.79860633,12.39312363
28/03/2023,31.26453318,2.716541,24.523017,37.205588,32.79860633,11.23598099
29/03/2023,32.21324835,2.597825,25.353801,37.503884,32.79860633,9.036138535
30/03/2023,32.04328285,2.662155,25.583903,37.919116,32.79860633,5.335825443
31/03/2023,31.68889854,2.647949,24.80683,37.55958,32.79860633,7.955290794
01/04/2023,31.78180016,2.64182,23.978712,37.78006,29.19664846,4.966557503
02/04/2023,31.63826976,2.622059,24.170693,37.495988,29.19664846,7.561099529
03/04/2023,31.45962424,2.610187,23.837482,37.394648,29.19664846,8.578368187
04/04/2023,31.37407872,2.615048,24.242604,37.222052,29.19664846,9.404898643
05/04/2023,31.24299568,2.609612,24.109439,37.143008,29.19664846,10.18056488
06/04/2023,31.07138963,2.585469,24.201288,37.064764,29.19664846,13.10521126
07/04/2023,31.5003757,2.630186,24.012218,37.82766,29.19664846,9.92624855
08/04/2023,31.44974846,2.691761,24.009336,38.441704,29.19664846,2.58767581
09/04/2023,31.63716846,2.666694,23.892311,37.978688,29.10256846,6.874443531
10/04/2023,31.7400423,2.627929,24.192951,37.51202,29.10256846,9.519341469
11/04/2023,31.71876365,2.621264,23.782102,37.556728,29.21428846,8.476640701
12/04/2023,30.90910605,2.591731,23.925606,37.268708,29.21428846,12.62200832
13/04/2023,29.509894,2.563701,23.890409,36.758124,29.21428846,13.76643562
14/04/2023,28.67125625,2.618334,24.401684,35.57858,29.17722483,9.09971714
15/04/2023,29.6173909,2.815564,24.696975,37.795576,29.08314483,-2.663970947
16/04/2023,29.6928376,2.783051,18.460494,38.090568,28.69355971,3.337911129
17/04/2023,25.0089356,2.669299,12.07068,36.896608,23.91460569,6.721853733
18/04/2023,24.4607735,2.633463,12.439155,36.729708,23.91460569,8.5529356
19/04/2023,24.6040845,2.469751,12.517109,36.934904,23.91460569,13.16878986
20/04/2023,24.7030249,2.4349,12.670193,34.459708,24.00868569,13.8045826
21/04/2023,26.9013275,2.51959,12.785095,36.827748,28.39621631,15.62447548
22/04/2023,27.2345995,2.505388,20.148213,32.848654,28.5927126,13.14335823
23/04/2023,26.7706575,2.507638,21.829137,29.600428,28.98229772,11.57930851
24/04/2023,26.8121936,2.51596,23.027492,30.529462,29.24101772,14.61839676
25/04/2023,30.1087792,2.679533,23.178732,36.422032,29.17045772,18.38381577
26/04/2023,30.1688672,2.670311,20.317917,36.51084,29.17045772,13.86816216
27/04/2023,28.95137616,2.63371,20.423834,36.090492,29.17045772,16.78161812
28/04/2023,29.62305778,2.597189,21.782379,35.729456,29.17045772,21.00328064
29/04/2023,29.91527152,2.615702,21.842318,35.91914,29.17045772,20.17675018
30/04/2023,29.00723528,2.589243,21.697623,35.308904,29.24101772,21.62635803
01/05/2023,28.16021468,2.584896,21.738231,34.308176,28.66820866,23.53373528
02/05/2023,28.24384054,2.625638,20.751157,35.817932,28.66820866,22.60547829
03/05/2023,27.69074166,2.449243,20.2503,35.862552,28.66820866,20.41835213
04/05/2023,29.7620523,1.518384,21.38509,36.107096,28.66820866,20.03687668
05/05/2023,29.46547787,2.456439,20.958361,36.078088,28.66820866,18.35838318
06/05/2023,29.29056517,2.59816,20.599157,35.932328,28.66820866,19.41379929
07/05/2023,29.88063488,2.644811,22.012255,36.55544,28.66820866,11.36313915
08/05/2023,30.73074912,2.681365,23.146672,37.026608,28.66820866,8.84540081
09/05/2023,30.78057364,2.68041,23.10854,36.95028,28.76228866,9.773657799
10/05/2023,28.34501825,1.200362,23.267222,33.892328,28.76228866,10.26957607
11/05/2023,27.2197615,2.337702,22.952762,30.16961,28.55972002,11.80819416
12/05/2023,27.75344041,2.338984,22.720998,29.68544,28.55972002,13.81729889
13/05/2023,27.66527108,2.335487,22.999365,29.893208,28.55972002,9.443045616
14/05/2023,27.95101612,2.35793,22.971971,29.685948,28.55972002,14.08433151
15/05/2023,27.76658103,2.393696,23.223426,29.553598,28.43854336,17.16309357
16/05/2023,27.70678305,2.404551,23.258104,29.474538,28.43854336,17.90061378
17/05/2023,27.24821686,2.343304,23.10712,29.147608,28.41502336,21.28302956
18/05/2023,27.07479005,2.365845,23.201396,29.696552,28.41502336,18.4855423
19/05/2023,27.93480445,2.381356,22.924262,30.041942,28.41502336,14.59296513
20/05/2023,27.65769895,2.36768,22.492524,29.898696,28.41502336,14.80913544
21/05/2023,27.57366517,2.339668,21.800189,29.551034,28.59172,19.29935646
22/05/2023,28.5225702,2.48281,20.179451,33.532556,29.39047133,22.50375175
23/05/2023,29.51279316,2.602193,21.870602,36.48484,29.38782533,22.55461502
24/05/2023,29.63152352,2.600965,22.485048,36.422024,29.38782533,24.1059494
25/05/2023,30.4461634,2.601507,22.480539,36.199052,29.55246533,25.81139755
26/05/2023,24.1603194,2.151837,22.326287,23.792516,29.55246533,25.87497902
27/05/2023,23.15500243,1.994067,22.237423,19.688918,27.95310533,27.35001564
28/05/2023,22.94535908,1.971445,22.333239,19.582794,28.69398533,28.86320305
29/05/2023,26.43647691,2.264594,22.08832,27.535556,29.43486533,27.2610054
30/05/2023,26.90290925,2.305522,21.794613,28.11497,29.55511133,29.43541527
31/05/2023,26.99983508,2.398697,21.071671,30.745608,29.60450333,28.88863564
01/06/2023,29.34020297,2.538509,22.737184,35.092936,28.84753419,29.32097244
02/06/2023,29.4674994,2.416798,23.211567,35.608304,28.84753419,29.72788048
03/06/2023,30.22015732,2.559068,23.306504,36.580888,28.84753419,22.85979462
04/06/2023,30.2052712,2.589704,23.171049,35.946724,28.84753419,25.65880775
05/06/2023,30.06221916,2.590025,22.990349,36.028952,28.84753419,24.27125549
06/06/2023,30.39720984,2.611795,23.319024,37.822441,28.84753419,20.44378281
07/06/2023,30.85599132,2.633154,23.042336,37.3322,28.84753419,19.75712776
08/06/2023,31.08789424,2.618312,24.140377,37.132184,28.80049419,20.68538475
09/06/2023,31.0201601,2.618842,23.772218,36.877992,28.80049419,21.664505
10/06/2023,30.05410945,2.566639,23.124469,36.269532,28.80049419,24.90755653
11/06/2023,30.01677247,2.570372,23.61986,36.1358,29.04467033,26.09114647
12/06/2023,30.73718225,2.594411,23.788696,36.702576,28.97411033,22.69448853
13/06/2023,30.57387223,2.596349,23.91391,36.378276,28.97411033,23.91521072
14/06/2023,30.07892266,2.570417,23.440979,35.799392,28.97411033,25.4426384
15/06/2023,29.79705186,2.542143,23.541779,35.103412,28.97411033,27.05755234
16/06/2023,29.78005974,2.530272,24.979289,34.793912,28.97411033,31.01218224
17/06/2023,31.12523976,2.589042,26.267816,35.7724,28.97411033,25.13694954
18/06/2023,31.2583736,2.621569,25.905379,36.728468,28.97411033,17.63357925
19/06/2023,31.43872936,2.662655,26.208124,37.380796,29.04467033,14.30050087
20/06/2023,30.74150829,2.634857,26.495403,35.589452,29.04467033,17.56999969
21/06/2023,31.71569396,2.660386,26.296309,37.667564,29.05635193,18.46010971
22/06/2023,31.26690496,2.664773,24.580086,37.794244,29.05635193,15.07718563
23/06/2023,31.34535893,2.670364,24.222499,37.91556,29.05635193,18.15493011
24/06/2023,30.86040586,2.656192,24.193233,37.571164,29.05635193,15.63719177
25/06/2023,30.77473462,2.63261,23.839077,37.256684,29.05635193,14.83456707
26/06/2023,30.66533226,2.62767,23.786815,37.0084,29.05635193,19.24849319
27/06/2023,29.70592016,2.626794,23.577388,36.979036,27.57459193,18.67627907
28/06/2023,29.78651164,2.615655,23.49665,36.837684,28.17435193,23.97879028
29/06/2023,30.17098436,2.595364,23.579076,36.215672,28.91523193,23.8007679
30/06/2023,29.60335991,2.553857,23.367843,35.303628,28.91523193,25.77325058
01/07/2023,29.74214611,2.567497,23.537151,36.395232,28.36542267,24.50013924
02/07/2023,30.27523262,2.596786,23.390312,36.816252,28.22430267,20.73624802
03/07/2023,29.87237024,2.567224,22.447727,35.652848,28.22430267,22.78350067
04/07/2023,28.4615024,2.542904,22.713194,34.754244,28.22430267,26.70150757
05/07/2023,28.39658339,2.484718,23.388489,34.397912,28.36542267,28.40543175
06/07/2023,29.39052747,2.475522,23.628592,34.517316,28.22430267,29.02850914
07/07/2023,29.81315871,2.443062,23.571504,34.619044,28.22430267,29.01579285
08/07/2023,29.18163863,2.507335,23.216255,34.494724,28.22430267,29.28282547
09/07/2023,28.164165,2.474011,22.20403,33.648984,28.36542267,32.44907379
10/07/2023,27.6869332,2.453085,20.750383,32.873318,28.34190267,35.19722366
11/07/2023,27.4667638,2.460981,19.59868,33.387378,28.42657467,35.40067673
12/07/2023,28.8778582,2.601636,22.465025,35.997,28.42657467,22.51646805
13/07/2023,30.6471012,2.457584,24.583955,36.58876,28.45009467,21.01599693
14/07/2023,30.82180388,2.37092,24.66314,36.358672,28.28545467,19.33750343
15/07/2023,29.8126403,2.239744,24.55826,36.15872,28.28545467,22.82164764
16/07/2023,30.0065522,2.109922,24.589543,36.609944,28.28545467,17.69715881
17/07/2023,30.0809185,2.144712,24.434236,36.341116,28.45009467,20.36748886
18/07/2023,29.15324832,2.264745,24.828896,36.433004,28.45009467,19.78255844
19/07/2023,29.45173056,2.427898,24.972926,35.408592,28.45009467,23.16497612
20/07/2023,28.78548914,2.494703,25.208933,35.748164,28.45009467,21.8170948
21/07/2023,27.0429667,2.392849,25.05228,32.11942,28.49270398,22.4274559
22/07/2023,28.8483551,2.528612,24.603563,34.650928,28.49270398,23.99150658
23/07/2023,28.1095267,2.486501,24.004975,34.57518,28.49270398,24.93349648
24/07/2023,29.1560428,2.539258,24.459606,36.292724,28.49270398,17.92604446
25/07/2023,29.1138905,2.539161,24.354165,35.445488,28.49270398,26.20558929
26/07/2023,28.6905211,2.45366,23.872205,35.029148,28.49270398,26.47262192
27/07/2023,27.4592802,1.600905,22.591304,34.391676,28.49270398,27.83321762
28/07/2023,27.3538664,2.22455,22.145866,33.900152,27.01094398,30.54169464
29/07/2023,27.7510356,2.419101,22.174741,33.903992,27.75182398,32.66524124
30/07/2023,28.6781385,2.554332,22.528812,35.183752,28.49270398,26.39632797
31/07/2023,29.11857061,2.576192,22.646884,35.509348,28.46318964,22.77078438
01/08/2023,29.41226579,2.556716,22.988701,35.448892,28.44600333,25.41720772
02/08/2023,30.5098341,2.565282,24.852455,35.293528,28.44600333,26.86681557
03/08/2023,30.0054097,2.556026,24.245287,35.09508,28.44600333,27.47717476
04/08/2023,29.01381954,2.402282,22.820326,34.918548,28.44600333,27.90951347
05/08/2023,28.8595513,2.48062,23.0116,34.800608,28.44600333,28.68518066
06/08/2023,28.93787972,2.515807,23.700073,34.467592,28.44600333,30.97403336
07/08/2023,29.26554236,2.51842,23.023923,33.893408,28.44600333,27.00668907
08/08/2023,28.25935148,2.53695,22.099234,34.901956,28.44600333,27.65435028
09/08/2023,30.00084645,2.564644,23.853197,35.717968,28.44600333,23.41929245
10/08/2023,29.59915785,2.537575,23.677563,35.2821,28.44600333,25.96398735
11/08/2023,29.8241804,2.539547,23.421104,35.390208,28.50692747,27.48989105
12/08/2023,29.6644966,2.576825,23.716457,35.641452,28.91726313,25.98941994
13/08/2023,29.44336478,2.594961,23.979583,35.620516,28.91726313,25.72238731
14/08/2023,29.64406054,2.58504,24.899701,35.43692,28.91726313,28.50715828
15/08/2023,29.86990203,2.576031,25.603404,35.187852,28.91726313,29.93133354
16/08/2023,30.07850284,2.586454,26.118332,35.412296,28.69574663,23.72447205
17/08/2023,29.98115179,2.565894,26.095426,35.021812,28.69574663,27.46445847
18/08/2023,29.02804513,2.541755,25.031562,34.747704,28.69574663,29.53714371
19/08/2023,27.03879047,2.319898,25.797634,28.667816,28.69574663,29.74059677
20/08/2023,27.60335325,2.251636,25.813172,27.678324,28.69574663,26.79051971
21/08/2023,27.33763737,2.247565,24.271259,27.426968,28.73657916,26.53620148
22/08/2023,26.42715083,2.232783,24.304063,26.789354,28.73657916,24.50014114
23/08/2023,26.72657481,2.184547,23.872204,26.565822,28.73657916,19.00689316
24/08/2023,27.06322776,2.256644,24.882295,27.71938,28.73657916,20.86340714
25/08/2023,27.799474,2.260448,25.36965,27.97303,28.73657916,15.72620201
26/08/2023,27.89629773,2.362508,25.550342,28.105182,29.01497508,17.13766289
27/08/2023,27.69634884,2.359647,25.385932,27.87952,27.53321508,16.70532227
28/08/2023,27.74512322,2.320035,25.477507,27.872322,28.27409508,14.68197632
29/08/2023,28.58261201,2.383395,24.389042,29.791152,29.01497508,11.37585545
